,location,total_sqft,bath,balcony,price,bhk
561,Ambedkar Nagar,1409.0,2,2,95.0,2
562,Ambedkar Nagar,1950.0,4,2,120.0,3
563,Ambedkar Nagar,1921.0,4,3,129.0,3
564,Ambedkar Nagar,1920.0,4,2,121.0,3
565,Ambedkar Nagar,1935.0,4,2,125.0,3
566,Ambedkar Nagar,1852.0,4,2,122.0,3
567,Ambedkar Nagar,1950.0,4,2,120.0,3
568,Ambedkar Nagar,1852.0,3,2,125.0,3
569,Ambedkar Nagar,1850.0,4,2,121.0,3
570,Ambedkar Nagar,1425.0,2,1,94.0,2
571,Ambedkar Nagar,2395.0,4,2,150.0,3
572,Amblipura,1605.0,3,2,100.0,3
573,Amblipura,1300.0,2,1,80.0,3
574,Amblipura,1175.0,2,2,83.0,2
575,Amruthahalli,900.0,2,1,40.0,2
576,Amruthahalli,1200.0,2,2,55.0,2
577,Amruthahalli,1900.0,3,1,135.0,3
578,Amruthahalli,924.0,2,1,45.0,2
579,Amruthahalli,900.0,2,1,60.0,2
580,Amruthahalli,1100.0,2,1,45.0,2
581,Amruthahalli,1200.0,2,1,55.0,2
585,Amruthahalli,1450.0,2,1,85.0,3
586,Amruthahalli,1200.0,2,2,55.0,2
587,Amruthahalli,1250.0,2,2,79.0,2
588,Amruthahalli,1190.0,2,2,50.0,2
589,Amruthahalli,1202.0,2,1,65.0,2
590,Amruthahalli,1340.0,2,1,75.0,2
591,Amruthahalli,2650.0,4,0,175.0,3
592,Amruthahalli,1450.0,2,1,90.0,3
593,Amruthahalli,1025.0,2,1,42.0,2
594,Amruthahalli,485.0,1,1,19.5,1
595,Amruthnagar,1350.0,2,1,67.5,2
596,Amruthnagar,1365.0,3,2,60.0,2
597,Amruthnagar,1000.0,2,1,51.0,2
598,Anand Nagar,3515.0,3,1,420.0,3
599,Anand Nagar,1080.0,2,2,75.0,3
600,Anand nagar,1200.0,2,0,70.0,2
601,Anand nagar,2010.0,3,3,125.0,3
602,Anandapura,1167.0,2,1,43.76,2
603,Anandapura,1000.0,2,1,55.0,2
604,Anandapura,1141.0,2,1,42.79,2
606,Anandapura,1200.0,2,1,67.0,2
607,Anandapura,1200.0,2,1,58.0,2
608,Anandapura,1151.0,2,1,43.1,2
609,Anandapura,1141.0,2,1,42.75,2
610,Anandapura,900.0,2,0,48.0,2
611,Anandapura,1749.0,4,0,90.0,4
612,Anandapura,1151.0,2,1,42.9,2
614,Anandapura,1250.0,2,2,45.0,2
615,Anandapura,875.0,2,1,57.0,2
616,Anandapura,1151.0,2,1,43.16,2
617,Anandapura,1200.0,2,0,58.0,2
618,Anandapura,1200.0,2,0,66.0,3
619,Anandapura,1415.0,2,1,74.0,3
620,Anandapura,1200.0,2,1,50.0,2
621,Anandapura,1141.0,2,1,50.0,2
623,Anantapura,1200.0,2,2,37.0,2
624,Anantapura,1600.0,3,2,77.0,3
625,Ananth Nagar,500.0,1,1,14.0,1
626,Ananth Nagar,1100.0,2,2,31.5,2
627,Ananth Nagar,982.0,2,2,24.55,2
628,Ananth Nagar,500.0,2,2,14.0,1
629,Ananth Nagar,900.0,2,2,22.5,2
630,Ananth Nagar,908.0,2,1,26.0,2
631,Ananth Nagar,870.0,2,2,36.0,2
632,Ananth Nagar,937.0,2,1,35.0,2
633,Ananth Nagar,960.0,2,3,37.0,2
634,Ananth Nagar,500.0,1,1,14.0,1
635,Ananth Nagar,1000.0,2,1,29.7,2
636,Ananth Nagar,850.0,2,1,25.99,2
637,Ananth Nagar,902.0,2,1,25.26,2
638,Ananth Nagar,1470.0,3,2,54.0,3
639,Ananth Nagar,810.0,2,1,25.5,2
640,Ananth Nagar,890.0,2,1,27.0,2
641,Ananth Nagar,1200.0,2,1,36.0,2
643,Ananth Nagar,1319.0,3,1,42.0,3
644,Ananth Nagar,1000.0,2,3,25.0,2
645,Ananth Nagar,902.0,2,2,25.0,2
646,Ananth Nagar,930.0,2,1,25.99,2
647,Ananth Nagar,1074.0,2,2,26.85,2
648,Ananth Nagar,500.0,1,1,14.0,1
649,Ananth Nagar,1010.0,2,2,38.0,2
650,Ananth Nagar,992.0,2,2,24.8,2
651,Andrahalli,1200.0,4,2,135.0,4
653,Anekal,656.0,2,1,22.0,2
654,Anekal,620.0,2,1,22.0,2
655,Anekal,600.0,1,1,16.5,1
656,Anekal,925.0,2,1,40.0,2
657,Anekal,530.0,1,1,18.0,1
658,Anekal,1800.0,3,2,68.0,3
660,Anekal,351.0,1,1,16.0,1
661,Anekal,1035.0,2,2,38.3,2
662,Anekal,888.0,2,1,34.0,2
666,Anekal,1200.0,2,1,36.0,4
667,Anekal,766.0,2,2,28.0,2
668,Anekal,967.0,2,1,45.0,3
669,Anekal,620.0,1,1,23.5,2
670,Anekal,1150.0,3,2,45.0,3
673,Anekal,400.0,1,1,11.5,1
674,Anekal,456.0,1,1,15.0,1
677,Anekal,2400.0,4,0,95.0,3
681,Anekal,420.0,1,1,12.5,1
682,Anekal,614.0,1,1,28.0,2
683,Anekal,1140.0,2,2,52.0,2
684,Anekal,625.0,1,1,25.0,2
685,Anjana Nagar,1035.0,5,1,170.0,5
686,Anjanapura,1850.0,4,2,86.0,4
687,Anjanapura,1070.0,2,2,39.0,2
688,Anjanapura,1500.0,3,1,121.0,3
689,Anjanapura,1070.0,2,2,37.0,2
690,Anjanapura,950.0,2,1,40.0,2
691,Anjanapura,1280.0,2,2,45.0,3
692,Anjanapura,710.0,2,0,25.0,2
694,Anjanapura,950.0,2,0,32.0,2
695,Anjanapura,1800.0,4,2,55.0,4
696,Anjanapura,1843.0,3,1,87.54,3
697,Anjanapura,1076.0,2,1,30.13,2
698,Anjanapura,950.0,2,0,30.0,2
699,Anjappa Layout,1348.0,2,0,100.0,2
700,Ankappa Layout,1105.0,2,2,50.0,2
701,Annaiah Reddy Layout,540.0,1,0,22.0,1
702,Annaiah Reddy Layout,1075.0,2,2,48.0,2
703,Annapurneshwari Nagar,1200.0,5,2,270.0,4
704,Anugrah Layout,1567.0,3,1,100.0,3
705,Anwar Layout,610.0,1,0,28.0,1
706,Ardendale,1750.0,3,2,100.0,3
707,Ardendale,3198.0,4,3,200.0,4
708,Ardendale,2422.0,4,2,160.0,4
709,Ardendale,1750.0,3,3,100.0,3
710,Ardendale,3200.0,4,1,205.0,4
711,Ardendale,1728.0,3,2,95.0,3
712,Ardendale,2062.0,3,2,140.0,4
713,Ardendale,1732.46,3,2,92.0,3
714,Ardendale,2062.0,3,2,150.0,4
716,Ardendale,1224.0,2,2,70.0,2
717,Ardendale,1777.26,3,2,105.0,3
718,Ardendale,1650.0,3,3,82.0,3
719,Ardendale,2062.0,3,2,140.0,4
720,Ardendale,1650.0,3,3,82.0,3
721,Ardendale,1224.0,2,2,67.0,2
722,Ardendale,1723.0,3,2,95.0,3
723,Ardendale,1777.26,3,2,89.0,3
724,Ardendale,1777.26,3,2,92.0,3
725,Arehalli,1350.0,2,2,65.0,3
726,Arekere,1222.0,2,2,45.0,2
727,Arekere,2060.0,3,2,140.0,3
728,Arekere,920.0,2,1,40.0,2
729,Arekere,1740.0,2,2,95.0,3
730,Arekere,1190.0,2,2,55.0,2
731,Arekere,600.0,1,1,28.0,1
732,Arekere,2072.0,3,2,108.0,3
733,Arekere,1100.0,2,2,55.0,2
734,Arekere,1445.0,2,2,125.0,3
735,Arekere,900.0,2,3,50.0,2
736,Arekere,2060.0,3,2,150.0,3
738,Arekere,2400.0,3,1,180.0,3
739,Arekere,1240.0,2,2,60.0,2
740,Arekere,900.0,2,1,44.5,2
741,Arishinakunte,2400.0,4,1,150.0,4
742,Ashirvad Colony,1000.0,2,2,53.0,2
743,Ashirvad Colony,1100.0,2,2,53.0,2
744,Ashirvad Colony,2050.0,3,1,100.0,4
745,Ashok Nagar,8321.0,5,2,2912.0,4
746,Ashwath Nagar,1644.0,3,3,84.0,3
747,Ashwath Nagar,1640.0,3,3,84.0,3
748,Ashwath Nagar,1220.0,2,3,65.0,2
749,Ashwathnagar,936.0,2,2,42.0,2
750,Ashwathnagar,936.0,2,2,43.0,2
751,Ashwathnagar,1100.0,2,2,55.0,2
752,Ashwathnagar,800.0,2,0,60.0,3
753,Ashwini layout,834.0,1,1,60.0,1
754,Ashwini layout,834.0,1,1,62.0,1
755,Atmananda Colony,1127.0,2,2,55.0,2
756,Atmananda Colony,1125.0,2,2,55.0,2
757,Attibele,450.0,1,1,11.0,1
758,Attibele,1600.0,4,0,52.8,4
759,Attibele,656.0,2,1,25.0,2
760,Attibele,400.0,1,1,11.0,1
761,Attibele,400.0,1,1,12.0,1
762,Attibele,400.0,1,1,14.0,1
763,Attibele,500.0,1,1,17.0,1
764,Attibele,2168.0,4,2,95.0,4
765,Attibele,395.0,1,1,10.25,1
766,Attibele,420.0,1,1,17.0,1
768,Attibele,418.0,1,1,12.0,1
769,Attibele,1200.0,2,2,42.0,2
770,Attibele,400.0,1,1,10.0,1
771,Attibele,695.0,1,1,25.0,2
772,Attibele,850.0,1,1,25.0,2
773,Attibele,2400.0,3,3,120.0,3
774,Attibele,450.0,1,1,12.5,1
778,Attibele,782.0,1,0,19.55,1
780,Attibele,656.0,2,1,25.0,2
781,Attibele,400.0,1,1,11.5,1
782,Attibele,460.0,1,1,13.0,1
783,Attibele,418.0,2,1,11.5,1
784,Attibele,1000.0,2,1,42.0,2
785,Attibele,550.0,1,1,11.5,1
787,Attibele,410.0,1,1,10.0,1
788,Attibele,1700.0,3,1,65.0,3
789,Attibele,400.0,1,1,10.25,1
790,Attibele,656.0,2,1,25.0,2
791,Attibele,1500.0,3,2,90.0,3
792,Attibele,520.0,1,1,15.0,1
793,Attur Layout,2400.0,4,2,200.0,3
794,Attur Layout,1200.0,1,0,65.0,2
795,Attur Layout,4000.0,8,1,150.0,7
796,Austin Town,400.0,1,0,14.0,1
797,Austin Town,1250.0,2,1,60.0,2
798,Austin Town,600.0,2,0,23.0,1
799,Austin Town,1000.0,2,1,60.0,2
800,Austin Town,975.0,2,1,60.0,2
801,Avalahalli,2300.0,3,3,120.0,3
802,Avalahalli,833.0,1,1,49.0,1
803,Avalahalli,2045.0,3,2,108.0,3
804,Ayappa Nagar,1236.0,2,1,50.0,2
805,Ayappa Nagar,1190.0,2,1,48.0,2
806,B Channasandra,1300.0,2,1,79.0,2
807,B Channasandra,1080.0,2,1,45.0,2
808,B Narayanapura,1313.0,2,1,58.27,2
809,B Narayanapura,1460.0,2,3,73.0,3
810,B Narayanapura,1405.0,2,2,70.0,3
811,B Narayanapura,1060.0,2,1,49.27,2
812,B Narayanapura,1020.0,2,2,60.0,2
813,B Narayanapura,1020.0,2,1,49.0,2
814,B Narayanapura,1765.0,3,2,77.27,3
815,B Narayanapura,1075.0,2,2,50.0,2
816,BCC Layout,1500.0,5,1,230.0,4
817,BCC Layout,2700.0,3,2,230.0,4
818,BCMC Layout,1600.0,2,2,88.0,3
819,BEL Road,1050.0,2,0,110.0,2
820,BEL Road,1500.0,2,0,203.0,2
821,BEL Road,1800.0,3,2,150.0,3
822,BEML Layout,1060.0,2,1,55.0,2
824,BEML Layout,999.0,2,3,45.0,2
825,BEML Layout,1196.0,3,1,150.0,4
826,BEML Layout,2400.0,4,1,225.0,5
828,BEML Layout,1194.0,2,1,65.0,2
829,BEML Layout,1200.0,2,2,67.0,2
830,BEML Layout,2400.0,2,1,228.0,2
833,BEML Layout,1194.0,2,1,65.0,2
834,BHEL Layout,1200.0,3,1,165.0,4
835,BHEL Layout,1200.0,4,1,160.0,5
836,BSM Extension,975.0,2,2,45.0,2
837,BSM Extension,865.0,2,2,33.0,2
838,BTM 1st Stage,1215.0,4,3,205.0,4
839,BTM 1st Stage,3300.0,14,2,500.0,9
840,BTM 1st Stage,600.0,2,2,90.0,4
841,BTM 1st Stage,1100.0,5,2,121.0,4
842,BTM 1st Stage,375.0,1,0,40.0,1
843,BTM 1st Stage,600.0,6,2,80.0,6
844,BTM 1st Stage,1717.0,3,2,200.0,3
845,BTM 1st Stage,1200.0,4,2,200.0,5
846,BTM 2nd Stage,1260.0,5,1,185.0,3
847,BTM 2nd Stage,950.0,2,1,52.0,2
848,BTM 2nd Stage,1850.0,3,2,170.0,3
849,BTM 2nd Stage,1200.0,2,2,80.0,2
850,BTM 2nd Stage,1274.0,2,2,70.0,2
852,BTM 2nd Stage,1070.0,2,1,48.0,2
853,BTM 2nd Stage,1280.0,2,2,80.0,2
854,BTM 2nd Stage,1100.0,2,2,70.0,2
855,BTM 2nd Stage,1000.0,2,2,58.0,2
856,BTM 2nd Stage,2990.0,5,3,416.0,5
857,BTM 2nd Stage,1265.0,2,2,55.0,2
858,BTM 2nd Stage,2200.0,3,3,220.0,3
859,BTM 2nd Stage,2780.0,4,1,325.0,3
860,BTM 2nd Stage,2400.0,2,0,360.0,3
861,BTM 2nd Stage,965.0,2,2,56.0,2
862,BTM 2nd Stage,1147.0,2,1,75.0,2
863,BTM 2nd Stage,1750.0,3,3,172.0,3
864,BTM 2nd Stage,1400.0,2,3,90.0,2
865,BTM 2nd Stage,1200.0,2,2,70.0,2
866,BTM 2nd Stage,1100.0,2,2,47.0,2
867,BTM 2nd Stage,930.0,2,2,46.0,2
869,BTM 2nd Stage,2500.0,3,2,345.0,3
870,BTM 4th Stage,1350.0,2,0,90.0,2
871,BTM Layout,1150.0,2,2,63.0,2
872,BTM Layout,3300.0,6,3,165.0,6
873,BTM Layout,1450.0,2,2,81.0,3
874,BTM Layout,1776.0,2,3,75.0,3
875,BTM Layout,1458.0,3,2,79.0,3
876,BTM Layout,935.0,2,1,51.5,2
877,BTM Layout,1020.0,2,1,46.5,2
878,BTM Layout,1600.0,3,2,112.0,3
879,BTM Layout,1300.0,2,1,75.0,3
880,BTM Layout,1540.0,2,2,78.0,3
881,BTM Layout,450.0,1,1,20.0,1
882,BTM Layout,2400.0,3,2,220.0,3
883,BTM Layout,1196.0,2,2,56.81,2
884,BTM Layout,1470.0,2,2,99.0,3
885,Baba Nagar,1100.0,2,2,52.0,2
886,Baba Nagar,700.0,2,1,29.0,2
889,Babusapalaya,1611.0,2,2,66.0,3
891,Babusapalaya,1675.0,3,3,75.0,3
892,Babusapalaya,1141.0,2,1,46.0,2
893,Babusapalaya,1084.0,2,1,58.0,2
894,Babusapalaya,1500.0,2,2,57.0,2
896,Babusapalaya,1050.0,2,3,45.0,2
897,Babusapalaya,1141.0,2,1,45.9,2
899,Babusapalaya,1230.0,3,3,53.0,3
900,Babusapalaya,1105.0,2,1,40.0,2
901,Babusapalaya,1410.0,2,3,65.0,3
902,Babusapalaya,1305.0,2,1,70.0,2
903,Babusapalaya,1450.0,2,1,55.99,2
904,Babusapalaya,1100.0,2,2,38.0,2
906,Babusapalaya,1061.0,2,1,33.84,2
907,Babusapalaya,1061.0,2,1,38.95,2
908,Babusapalaya,1061.0,2,1,34.0,2
909,Babusapalaya,1245.0,2,2,58.0,2
910,Badavala Nagar,1494.0,2,2,94.55,3
911,Badavala Nagar,1274.0,2,1,81.0,2
912,Badavala Nagar,1842.0,3,2,115.0,3
913,Badavala Nagar,1494.0,2,2,94.55,3
914,Badavala Nagar,1274.0,2,1,81.0,2
915,Badavala Nagar,1494.0,2,2,94.55,3
916,Badavala Nagar,1842.0,3,2,115.0,3
917,Badavala Nagar,1842.0,3,2,115.0,3
918,Badavala Nagar,1842.0,3,2,115.0,3
919,Bagalakunte,2360.0,4,2,150.0,4
920,Bagalakunte,560.0,1,1,21.0,1
921,Bagalakunte,750.0,3,1,95.0,5
922,Bagalakunte,1200.0,4,1,138.0,2
923,Bagalakunte,1050.0,2,0,40.0,2
924,Bagalur,1200.0,2,3,50.0,2
925,Bagalur,985.0,2,2,57.0,2
926,Bagalur,1407.0,2,1,83.87,2
927,Bagalur,2400.0,4,3,135.0,4
928,Bagalur Main Road,4400.0,4,1,350.0,5
929,Bagalur Main Road,1220.0,2,2,72.0,2
930,Balagere,1210.0,2,1,80.9,2
931,Balagere,1210.0,2,1,72.0,2
932,Balagere,1205.0,2,1,78.5,2
933,Balagere,790.5,1,0,41.9,1
936,Balagere,1020.07,2,1,68.38,2
937,Balagere,1205.47,2,1,81.0,2
938,Balagere,1007.0,2,1,65.0,2
940,Balagere,1210.0,2,1,74.0,2
941,Balagere,1210.0,2,1,83.0,2
942,Balagere,675.0,1,1,45.0,1
943,Balagere,656.0,1,1,43.0,1
945,Balagere,1012.0,2,1,64.0,2
946,Balagere,1007.0,2,1,62.0,2
947,Balagere,1007.0,2,1,67.0,2
948,Balagere,1007.0,2,1,66.0,2
951,Balagere,645.0,1,1,34.18,1
954,Balagere,790.5,1,0,42.295,1
955,Balagere,1012.0,2,1,65.0,2
956,Balagere,656.0,1,1,38.77,1
957,Balagere,645.0,1,1,39.0,1
958,Balagere,645.0,1,1,41.0,1
959,Balagere,1210.0,2,1,82.0,2
960,Balagere,656.0,1,1,34.77,1
961,Balagere,1205.0,2,1,73.87,2
962,Balagere,1012.0,2,1,70.0,2
963,Balagere,1007.0,2,1,68.0,2
965,Balagere,1205.0,2,1,79.0,2
966,Balagere,1012.0,2,1,68.0,2
967,Balaji Gardens Layout,1051.0,2,1,33.0,2
968,Balaji Gardens Layout,825.0,2,1,40.0,1
969,Banagiri Nagar,1525.0,2,3,122.0,3
970,Banagiri Nagar,1500.0,2,2,89.99,3
971,Banagiri Nagar,1630.0,2,2,97.78,3
972,Banagiri Nagar,2008.0,3,2,170.0,3
973,Banagiri Nagar,1560.0,2,2,125.0,3
974,Banagiri Nagar,1525.0,2,2,91.48,3
975,Banagiri Nagar,1500.0,2,2,120.0,3
977,Banashankari,1077.0,2,2,37.64,2
978,Banashankari,1470.0,2,1,88.64,3
979,Banashankari,1300.0,2,2,75.0,3
980,Banashankari,1800.0,3,2,115.0,3
981,Banashankari,1125.0,2,1,63.0,2
983,Banashankari,1310.0,2,2,80.0,2
984,Banashankari,2600.0,4,1,135.0,3
985,Banashankari,1900.0,2,1,170.0,3
986,Banashankari,1260.0,2,3,75.0,2
987,Banashankari,1170.0,2,2,46.79,2
989,Banashankari,1350.0,2,0,83.0,3
991,Banashankari,1330.0,2,1,78.0,2
992,Banashankari,1400.0,2,1,78.0,3
993,Banashankari,1700.0,3,2,125.0,3
994,Banashankari,1020.0,2,2,40.79,2
995,Banashankari,1600.0,2,1,63.98,2
996,Banashankari,1041.0,2,1,36.44,2
997,Banashankari,3580.0,3,1,411.0,3
998,Banashankari,2400.0,1,1,200.0,1
999,Banashankari,1390.0,2,2,86.0,2
1000,Banashankari,1460.0,2,3,70.0,2
1001,Banashankari,1200.0,2,1,60.0,2
1002,Banashankari,1290.0,2,2,80.0,2
1003,Banashankari,2582.0,5,2,250.0,3
1004,Banashankari,1186.0,2,3,65.0,2
1005,Banashankari,1650.0,3,2,101.0,3
1007,Banashankari,1181.0,2,1,75.0,2
1008,Banashankari,1105.0,2,2,90.0,2
1009,Banashankari,720.0,1,1,60.0,1
1010,Banashankari,1040.0,2,3,45.0,2
1011,Banashankari,1330.0,2,2,77.0,2
1012,Banashankari,1200.0,2,3,49.0,2
1013,Banashankari,1185.0,2,2,67.0,2
1014,Banashankari,1000.0,2,1,50.0,2
1015,Banashankari,1650.0,3,2,90.75,3
1016,Banashankari,1650.0,3,2,101.0,3
1017,Banashankari,1310.0,2,2,80.43,2
1018,Banashankari,600.0,1,0,27.0,2
1019,Banashankari,1430.0,2,2,87.8,2
1020,Banashankari,1020.0,2,1,42.83,2
1022,Banashankari,1540.0,3,3,80.0,3
1023,Banashankari,1195.0,2,1,35.84,2
1024,Banashankari,1683.0,3,2,115.0,3
1025,Banashankari,1800.0,3,2,125.0,3
1026,Banashankari,1175.0,2,1,41.13,2
1027,Banashankari,1750.0,2,2,89.0,3
1028,Banashankari,1800.0,3,2,175.0,3
1029,Banashankari,1450.0,2,2,50.75,2
1030,Banashankari,1770.0,3,3,108.0,3
1031,Banashankari,1800.0,3,2,125.0,3
1033,Banashankari,1886.0,3,2,205.0,3
1035,Banashankari,1200.0,3,2,74.52,3
1036,Banashankari,1100.0,2,1,63.0,2
1037,Banashankari,1020.0,2,2,40.79,2
1038,Banashankari,1260.0,2,3,75.0,2
1039,Banashankari,1040.0,2,1,109.0,3
1041,Banashankari,1426.0,3,2,85.0,3
1042,Banashankari Stage II,1700.0,2,2,150.0,2
1043,Banashankari Stage II,1200.0,2,1,150.0,4
1044,Banashankari Stage II,1500.0,2,1,120.0,3
1045,Banashankari Stage II,2400.0,3,2,510.0,5
1046,Banashankari Stage II,500.0,2,1,55.0,2
1047,Banashankari Stage II,1050.0,3,2,125.0,4
1048,Banashankari Stage II,1240.0,2,2,59.52,3
1049,Banashankari Stage II,1250.0,2,2,110.0,2
1050,Banashankari Stage II,1260.0,2,1,95.0,3
1051,Banashankari Stage II,2400.0,2,2,300.0,3
1052,Banashankari Stage II,1400.0,2,1,100.0,2
1053,Banashankari Stage II,2800.0,3,2,425.0,5
1054,Banashankari Stage II,3000.0,3,2,450.0,3
1055,Banashankari Stage II,1200.0,2,1,198.0,3
1056,Banashankari Stage II,1245.0,2,1,125.0,2
1057,Banashankari Stage III,1305.0,2,1,58.7,3
1058,Banashankari Stage III,1145.0,2,3,58.4,2
1059,Banashankari Stage III,1650.0,3,2,118.0,3
1060,Banashankari Stage III,2400.0,4,1,240.0,4
1061,Banashankari Stage III,1350.0,2,2,68.0,3
1063,Banashankari Stage III,1305.0,2,1,59.0,3
1064,Banashankari Stage III,1305.0,2,1,60.0,3
1065,Banashankari Stage III,1200.0,2,0,42.0,2
1066,Banashankari Stage III,1305.0,2,1,59.0,3
1067,Banashankari Stage III,1480.0,3,1,75.48,3
1068,Banashankari Stage III,1305.0,2,1,59.0,3
1069,Banashankari Stage III,1304.0,2,0,111.0,2
1070,Banashankari Stage III,1200.0,6,2,170.0,4
1071,Banashankari Stage III,1050.0,3,0,147.0,4
1072,Banashankari Stage III,1000.0,2,1,120.0,3
1073,Banashankari Stage III,3000.0,6,2,150.0,6
1074,Banashankari Stage III,1085.0,2,1,50.0,2
1075,Banashankari Stage III,1500.0,2,2,100.0,3
1076,Banashankari Stage III,1560.0,9,2,200.0,9
1077,Banashankari Stage III,1350.0,1,1,145.0,1
1078,Banashankari Stage III,2100.0,3,1,147.0,4
1079,Banashankari Stage III,1420.0,2,2,95.0,3
1080,Banashankari Stage V,1300.0,2,1,58.5,3
1081,Banashankari Stage V,1305.0,2,2,49.0,3
1082,Banashankari Stage V,1035.0,2,2,35.77,2
1083,Banashankari Stage V,1355.0,2,1,61.0,3
1084,Banashankari Stage V,1510.0,3,3,47.57,3
1085,Banashankari Stage V,1650.0,3,2,51.98,3
1086,Banashankari Stage V,1630.0,3,2,51.35,3
1087,Banashankari Stage V,1510.0,3,3,47.57,3
1088,Banashankari Stage V,1315.0,2,2,49.0,3
1089,Banashankari Stage V,1540.0,3,2,48.51,3
1090,Banashankari Stage V,920.0,2,1,41.5,2
1091,Banashankari Stage VI,1177.5,2,0,59.935,2
1092,Banashankari Stage VI,4800.0,4,3,190.0,4
1093,Banashankari Stage VI,2200.0,4,2,195.0,4
1094,Banashankari Stage VI,1160.0,2,1,59.0,2
1095,Banashankari Stage VI,1180.0,2,1,59.47,2
1096,Banashankari Stage VI,1423.0,2,1,71.73,3
1097,Banashankari Stage VI,1392.0,3,1,69.46,3
1098,Banashankari Stage VI,1410.5,2,0,70.385,3
1099,Banashankari Stage VI,4800.0,3,2,200.0,4
1100,Banaswadi,1184.0,2,3,53.0,2
1101,Banaswadi,1145.0,2,2,55.0,2
1102,Banaswadi,1250.0,2,0,60.0,2
1103,Banaswadi,1365.0,2,2,73.0,2
1104,Banaswadi,1903.0,6,2,140.0,5
1105,Banaswadi,1222.0,2,2,80.0,2
1106,Banaswadi,870.0,2,2,38.0,2
1107,Banaswadi,1200.0,2,3,60.0,2
1109,Banaswadi,527.0,1,0,35.0,1
1110,Banaswadi,1340.0,2,2,73.0,2
1111,Banaswadi,1008.0,2,2,52.0,2
1112,Banaswadi,2250.0,5,2,240.0,5
1113,Banaswadi,1105.0,2,2,57.0,2
1114,Banjara Layout,1200.0,5,2,96.0,5
1115,Banjara Layout,1200.0,2,2,70.0,2
1116,Banjara Layout,1050.0,2,1,64.8,2
1117,Banjara Layout,753.0,3,3,59.5,2
1118,Banjara Layout,900.0,3,1,79.0,3
1119,Banjara Layout,2500.0,4,0,140.0,3
1120,Banjara Layout,1200.0,4,1,105.0,4
1121,Bank Of Baroda Colony,2400.0,5,2,350.0,4
1122,Bank Of Baroda Colony,1350.0,2,1,185.0,2
1123,Bank Of Baroda Colony,1080.0,2,1,55.0,2
1124,Bank Of Baroda Colony,2350.0,5,2,325.0,5
1125,Bannerghatta,810.0,4,1,50.0,4
1126,Bannerghatta,3012.0,6,2,250.0,4
1127,Bannerghatta,1665.0,3,3,110.0,3
1128,Bannerghatta,2370.0,4,2,195.0,3
1129,Bannerghatta,1100.0,2,1,66.0,2
1130,Bannerghatta,1113.0,2,1,70.0,2
1131,Bannerghatta,1200.0,2,2,73.2,2
1132,Bannerghatta,1070.0,2,1,87.0,2
1133,Bannerghatta,940.0,4,2,45.0,4
1134,Bannerghatta,1776.0,3,2,124.0,3
1135,Bannerghatta Road,500.0,1,1,18.5,1
1136,Bannerghatta Road,1050.0,2,1,65.0,2
1137,Bannerghatta Road,1170.0,2,1,66.0,3
1138,Bannerghatta Road,595.0,1,1,33.32,1
1139,Bannerghatta Road,1445.0,3,2,95.0,3
1140,Bannerghatta Road,1640.0,2,1,120.0,3
1142,Bannerghatta Road,1460.0,2,1,90.0,3
1144,Bannerghatta Road,1179.0,2,1,66.02,2
1145,Bannerghatta Road,1122.5,2,0,58.935,2
1146,Bannerghatta Road,793.0,2,1,45.0,2
1148,Bannerghatta Road,1400.0,2,2,78.0,2
1150,Bannerghatta Road,1215.0,2,0,50.0,2
1151,Bannerghatta Road,1654.0,3,2,100.0,3
1152,Bannerghatta Road,1181.0,2,0,55.0,2
1154,Bannerghatta Road,1200.0,2,2,75.0,2
1156,Bannerghatta Road,595.0,1,1,31.83,1
1157,Bannerghatta Road,1105.0,2,1,51.0,2
1158,Bannerghatta Road,1255.0,2,2,65.26,2
1160,Bannerghatta Road,1550.0,3,2,82.0,3
1162,Bannerghatta Road,1650.0,3,2,122.0,3
1163,Bannerghatta Road,912.0,2,1,55.0,2
1164,Bannerghatta Road,1218.0,2,1,73.0,2
1166,Bannerghatta Road,1115.0,2,1,65.12,2
1168,Bannerghatta Road,1893.0,3,2,100.0,3
1169,Bannerghatta Road,1600.0,3,2,95.0,3
1170,Bannerghatta Road,1275.0,2,2,65.0,2
1171,Bannerghatta Road,892.0,2,1,39.0,2
1173,Bannerghatta Road,1260.0,2,2,70.0,2
1175,Bannerghatta Road,1157.0,2,0,40.0,2
1176,Bannerghatta Road,1150.0,2,2,65.0,2
1178,Bannerghatta Road,1100.0,2,0,39.0,2
1180,Bannerghatta Road,1725.0,3,2,110.0,3
1181,Bannerghatta Road,1850.0,6,3,150.0,6
1183,Bannerghatta Road,950.0,2,0,38.0,2
1184,Bannerghatta Road,1220.0,2,1,80.0,2
1185,Bannerghatta Road,1130.0,2,2,78.0,2
1187,Bannerghatta Road,1486.0,3,1,83.22,3
1189,Bannerghatta Road,1015.0,2,0,48.0,2
1190,Bannerghatta Road,1115.0,2,1,61.0,2
1191,Bannerghatta Road,1136.0,2,1,48.0,2
1192,Bannerghatta Road,2700.0,4,3,260.0,4
1193,Bannerghatta Road,1200.0,2,2,69.0,3
1194,Bannerghatta Road,1465.0,2,1,76.0,3
1195,Bannerghatta Road,1302.5,2,0,67.73,2
1196,Bannerghatta Road,1200.0,2,2,65.0,2
1197,Bannerghatta Road,1240.0,2,1,65.0,2
1198,Bannerghatta Road,1476.0,3,1,125.0,3
